010.000.0101.00	inhibe	 la síntesis de prostaglandinas
010.000.1042.00	tieneGeneralidad	derivado_las
010.000.1042.00	tieneGeneralidad	que
010.000.1042.00	estimula	 la actividad células
010.000.1042.00	estimula	beta
010.000.1050.00	tieneGeneralidad	que
010.000.1050.01	tieneGeneralidad	que
010.000.1051.00	tieneGeneralidad	que
010.000.1051.01	tieneGeneralidad	que
010.000.1050.00	aumenta	transporte de
010.000.1050.01	aumenta	transporte de
010.000.1051.00	aumenta	transporte de
010.000.1051.01	aumenta	transporte de
010.000.5165.00	tieneGeneralidad	que
010.000.5165.00	aumenta	efecto
010.000.0472.00	tieneGeneralidad	que
010.000.0473.00	tieneGeneralidad	que
010.000.0472.00	induce	 la transcripción de rna
010.000.0473.00	induce	 la transcripción de rna
010.000.1041.00	estimula	 la actividad células
010.000.1041.00	estimula	beta
010.000.5166.00	tieneGeneralidad	que
010.000.5166.00	disminuye	 la glucemia postprandial
010.000.0656.00	tieneGeneralidad	esencial
010.000.0656.00	tieneGeneralidad	  , metabolismo de los
010.000.0656.00	tieneGeneralidad	y
010.000.0656.00	tieneGeneralidad	.
010.000.0656.00	disminuye	síntesis
010.000.5549.00	tieneGeneralidad	alfa
010.000.5549.00	tieneGeneralidad	o
010.000.5549.00	tieneGeneralidad	)
010.000.5549.00	separa	 un residuo galactosa terminal
010.000.5546.00	tieneGeneralidad	de
010.000.6116.00	tieneGeneralidad	de
010.000.5546.00	tieneGeneralidad	purificada
010.000.6116.00	tieneGeneralidad	purificada
010.000.5546.00	tieneGeneralidad	recombinante
010.000.6116.00	tieneGeneralidad	recombinante
010.000.5546.00	tieneGeneralidad	ovario de
010.000.6116.00	tieneGeneralidad	ovario de
010.000.5546.00	tieneGeneralidad	.
010.000.6116.00	tieneGeneralidad	.
010.000.5546.00	tieneGeneralidad	beta
010.000.6116.00	tieneGeneralidad	beta
010.000.5546.00	actúaSobre	causa
010.000.6116.00	actúaSobre	causa
010.000.5548.00	tieneGeneralidad	purificada
010.000.5548.00	tieneGeneralidad	recombinante
010.000.5548.00	tieneGeneralidad	ovario de
010.000.5548.00	tieneGeneralidad	.
010.000.5548.00	tieneGeneralidad	alfa
010.000.5548.00	actúaSobre	causa
010.000.6087.00	tieneGeneralidad	es
010.000.6087.01	tieneGeneralidad	es
010.000.6087.02	tieneGeneralidad	es
010.000.6087.03	tieneGeneralidad	es
010.000.6087.04	tieneGeneralidad	es
010.000.6087.05	tieneGeneralidad	es
010.000.6088.00	tieneGeneralidad	es
010.000.6088.01	tieneGeneralidad	es
010.000.6088.02	tieneGeneralidad	es
010.000.6088.03	tieneGeneralidad	es
010.000.6088.04	tieneGeneralidad	es
010.000.6088.05	tieneGeneralidad	es
010.000.6087.00	tieneGeneralidad	totalmente
010.000.6087.01	tieneGeneralidad	totalmente
010.000.6087.02	tieneGeneralidad	totalmente
010.000.6087.03	tieneGeneralidad	totalmente
010.000.6087.04	tieneGeneralidad	totalmente
010.000.6087.05	tieneGeneralidad	totalmente
010.000.6088.00	tieneGeneralidad	totalmente
010.000.6088.01	tieneGeneralidad	totalmente
010.000.6088.02	tieneGeneralidad	totalmente
010.000.6088.03	tieneGeneralidad	totalmente
010.000.6088.04	tieneGeneralidad	totalmente
010.000.6088.05	tieneGeneralidad	totalmente
010.000.6087.00	uneCon	 alta afinidad
010.000.6087.01	uneCon	 alta afinidad
010.000.6087.02	uneCon	 alta afinidad
010.000.6087.03	uneCon	 alta afinidad
010.000.6087.04	uneCon	 alta afinidad
010.000.6087.05	uneCon	 alta afinidad
010.000.6088.00	uneCon	 alta afinidad
010.000.6088.01	uneCon	 alta afinidad
010.000.6088.02	uneCon	 alta afinidad
010.000.6088.03	uneCon	 alta afinidad
010.000.6088.04	uneCon	 alta afinidad
010.000.6088.05	uneCon	 alta afinidad
010.000.6123.00	tieneGeneralidad	es
010.000.6123.00	tieneGeneralidad	altamente
010.000.6123.00	tieneGeneralidad	-
010.000.5106.00	reduce	concentraciones
010.000.0655.00	tieneGeneralidad	que
010.000.0655.00	disminuye	síntesis
010.000.1006.00	tieneGeneralidad	esencial que
010.000.1006.00	participaEn	 la función
010.000.1006.00	participaEn	normal de las
010.000.1006.00	participaEn	 células musculares nerviosas
010.000.5161.00	tieneGeneralidad	  ,
010.000.5161.01	tieneGeneralidad	  ,
010.000.5161.02	tieneGeneralidad	  ,
010.000.5161.00	tieneGeneralidad	se
010.000.5161.01	tieneGeneralidad	se
010.000.5161.02	tieneGeneralidad	se
010.000.1095.00	tieneGeneralidad	más
010.000.1095.00	tieneGeneralidad	Vitamina d
010.000.1095.00	tieneGeneralidad	se
010.000.1095.00	sintetizaA	partir
010.000.6000.00	tieneGeneralidad	hueso y el
010.000.5835.00	tieneGeneralidad	  ,
010.000.5835.00	tieneGeneralidad	calcio en la
010.000.5835.00	tieneGeneralidad	paratiroides
010.000.5835.00	aumenta	 la sensibilidad
010.000.5835.00	aumenta	calcio y
010.000.4265.00	tieneGeneralidad	que
010.000.4265.00	provoca	 disminución de las fracciones aterogénicas de baja densidad
010.000.6124.00	tieneGeneralidad	es
010.000.6125.00	tieneGeneralidad	es
010.000.6124.00	tieneGeneralidad	  ,
010.000.6125.00	tieneGeneralidad	  ,
010.000.6124.00	tieneGeneralidad	atc
010.000.6125.00	tieneGeneralidad	atc
010.000.6124.00	tieneGeneralidad	presenta
010.000.6125.00	tieneGeneralidad	presenta
010.000.6124.00	presenta	 niveles leucocitarios de cistina <
010.000.6125.00	presenta	 niveles leucocitarios de cistina <
010.000.4151.00	tieneGeneralidad	alfa
010.000.4151.00	tieneGeneralidad	recombinante
010.000.4151.00	posee	 la misma secuencia aminoácidos
010.000.4147.00	tieneGeneralidad	que
010.000.4159.00	tieneGeneralidad	que
010.000.4147.00	estimulaA	corteza suprarrenal
010.000.4159.00	estimulaA	corteza suprarrenal
010.000.6007.00	tieneGeneralidad	es
010.000.6007.01	tieneGeneralidad	es
010.000.6007.00	tieneGeneralidad	sodio
010.000.6007.01	tieneGeneralidad	sodio
010.000.6007.00	tieneGeneralidad	)
010.000.6007.01	tieneGeneralidad	)
010.000.6007.00	tieneGeneralidad	  , se
010.000.6007.01	tieneGeneralidad	  , se
010.000.4505.00	tieneGeneralidad	prednisolona
010.000.4507.00	tieneGeneralidad	prednisolona
010.000.4509.00	tieneGeneralidad	prednisolona
010.000.4505.00	tieneGeneralidad	y
010.000.4507.00	tieneGeneralidad	y
010.000.4509.00	tieneGeneralidad	y
010.000.4505.00	tieneGeneralidad	.
010.000.4507.00	tieneGeneralidad	.
010.000.4509.00	tieneGeneralidad	.
010.000.5613.00	tieneGeneralidad	es
010.000.5613.00	tieneGeneralidad	)
010.000.5690.00	tieneGeneralidad	que
010.000.5691.00	tieneGeneralidad	que
010.000.1097.00	tieneGeneralidad	que
010.000.5169.00	tieneGeneralidad	que
010.000.5690.00	aumenta	 la permeabilidad de los túbulos contorneados
010.000.5691.00	aumenta	 la permeabilidad de los túbulos contorneados
010.000.1097.00	aumenta	 la permeabilidad de los túbulos contorneados
010.000.5169.00	aumenta	 la permeabilidad de los túbulos contorneados
010.000.3432.00	tieneGeneralidad	que
010.000.3432.00	inhibeA	 la fosfolipasa a2
010.000.6073.00	tieneGeneralidad	alfa
010.000.6073.00	tieneGeneralidad	producida
010.000.6073.00	tieneGeneralidad	recombinante
010.000.6073.00	tieneGeneralidad	.
010.000.6073.00	tieneGeneralidad	que
010.000.6073.00	hidroliza	sulfato
010.000.6008.00	tieneGeneralidad	sodio
010.000.6009.00	tieneGeneralidad	sodio
010.000.6008.00	tieneGeneralidad	)
010.000.6009.00	tieneGeneralidad	)
010.000.6008.00	tieneGeneralidad	predominante
010.000.6009.00	tieneGeneralidad	predominante
010.000.6008.00	tieneGeneralidad	de
010.000.6009.00	tieneGeneralidad	de
010.000.6008.00	tieneGeneralidad	  ,
010.000.6009.00	tieneGeneralidad	  ,
010.000.6008.00	tieneGeneralidad	de
010.000.6009.00	tieneGeneralidad	de
010.000.6008.00	tieneGeneralidad	.
010.000.6009.00	tieneGeneralidad	.
010.000.6008.00	tieneGeneralidad	es
010.000.6009.00	tieneGeneralidad	es
010.000.6008.00	tieneGeneralidad	  , y por
010.000.6009.00	tieneGeneralidad	  , y por
010.000.6008.00	tieneGeneralidad	reduce
010.000.6009.00	tieneGeneralidad	reduce
010.000.6008.00	reduce	reabsorción
010.000.6009.00	reduce	reabsorción
010.000.6078.00	tieneGeneralidad	es
010.000.6077.00	tieneGeneralidad	es
010.000.6079.00	tieneGeneralidad	es
010.000.6078.00	tieneGeneralidad	  ,
010.000.6077.00	tieneGeneralidad	  ,
010.000.6079.00	tieneGeneralidad	  ,
010.000.6078.00	tieneGeneralidad	  ,
010.000.6077.00	tieneGeneralidad	  ,
010.000.6079.00	tieneGeneralidad	  ,
010.000.6078.00	tieneGeneralidad	reversible
010.000.6077.00	tieneGeneralidad	reversible
010.000.6079.00	tieneGeneralidad	reversible
010.000.6078.00	tieneGeneralidad	  , con un
010.000.6077.00	tieneGeneralidad	  , con un
010.000.6079.00	tieneGeneralidad	  , con un
010.000.6078.00	tieneGeneralidad	de
010.000.6077.00	tieneGeneralidad	de
010.000.6079.00	tieneGeneralidad	de
010.000.6078.00	tiene	 una selectividad
010.000.6077.00	tiene	 una selectividad
010.000.6079.00	tiene	 una selectividad
010.000.6089.00	tieneGeneralidad	es
010.000.6089.01	tieneGeneralidad	es
010.000.6089.00	tieneGeneralidad	recombinante
010.000.6089.01	tieneGeneralidad	recombinante
010.000.6089.00	tieneGeneralidad	de
010.000.6089.01	tieneGeneralidad	de
010.000.6089.00	tieneGeneralidad	)
010.000.6089.01	tieneGeneralidad	)
010.000.6089.00	tieneGeneralidad	se
010.000.6089.01	tieneGeneralidad	se
010.000.4169.00	tieneGeneralidad	)
010.000.4169.01	tieneGeneralidad	)
010.000.6054.00	tieneGeneralidad	)
010.000.6054.01	tieneGeneralidad	)
010.000.4169.00	tieneGeneralidad	que
010.000.4169.01	tieneGeneralidad	que
010.000.6054.00	tieneGeneralidad	que
010.000.6054.01	tieneGeneralidad	que
010.000.4169.00	incrementa	secreción
010.000.4169.01	incrementa	secreción
010.000.6054.00	incrementa	secreción
010.000.6054.01	incrementa	secreción
010.000.4025.00	tieneGeneralidad	actúa
010.000.4025.01	tieneGeneralidad	actúa
010.000.4160.00	tieneGeneralidad	con
010.000.4160.00	tieneGeneralidad	muy
010.000.4160.00	tieneGeneralidad	.
010.000.4244.00	tieneGeneralidad	-
010.000.4244.01	tieneGeneralidad	-
010.000.4244.00	tieneGeneralidad	.
010.000.4244.01	tieneGeneralidad	.
010.000.5543.00	tieneGeneralidad	ha
010.000.5543.00	desarrollaCon	finalidad
010.000.2125.00	incrementa	 los niveles
010.000.1081.00	tieneGeneralidad	que
010.000.1081.01	tieneGeneralidad	que
010.000.1081.02	tieneGeneralidad	que
010.000.1081.00	estimula	 la ovulación de un folículo maduro
010.000.1081.01	estimula	 la ovulación de un folículo maduro
010.000.1081.02	estimula	 la ovulación de un folículo maduro
010.000.5990.00	tieneGeneralidad	con
010.000.5990.00	tieneGeneralidad	no
010.000.5990.00	tieneGeneralidad	la
010.000.5990.00	tieneGeneralidad	  , con una
010.000.5990.00	tieneGeneralidad	.
010.000.5550.00	tieneGeneralidad	es
010.000.5550.00	tieneGeneralidad	  , que
010.000.5550.00	funcionaPara	 catabolizar
010.000.5550.00	funcionaPara	 glicosaminoglicanos dermatan
010.000.5550.00	funcionaPara	sulfato
010.000.5545.00	tieneGeneralidad	  ,
010.000.5545.00	tieneGeneralidad	  ,
010.000.5545.00	tieneGeneralidad	purificada
010.000.5545.00	tieneGeneralidad	recombinante
010.000.5545.00	tieneGeneralidad	ovario de
010.000.5545.00	tieneGeneralidad	.
010.000.5545.00	tieneGeneralidad	actúa
010.000.5545.00	actúaSobre	causa
010.000.6055.00	tieneGeneralidad	pertenece
010.000.6055.00	perteneceAl	 sistema inhibidor
010.000.6055.00	perteneceAl	 serin
010.000.4156.00	tieneGeneralidad	es
010.000.4156.00	tieneGeneralidad	natural
010.000.4156.00	tieneGeneralidad	transporte de la
010.000.4156.00	tieneGeneralidad	  ,
010.000.4156.00	promueveEn	 el hígado
010.000.4156.00	promueveEn	 captación
010.000.6117.00	tieneGeneralidad	producido
010.000.6117.01	tieneGeneralidad	producido
010.000.6117.00	tiene	 lugar
010.000.6117.01	tiene	 lugar
010.000.4165.00	tieneGeneralidad	es
010.000.4165.01	tieneGeneralidad	es
010.000.4158.00	tiene	 baja solubilidad a ph neutro
010.000.4158.01	tiene	 baja solubilidad a ph neutro
010.000.4168.00	tieneGeneralidad	que
010.000.4162.00	tieneGeneralidad	que
010.000.4162.00	tieneGeneralidad	regular
010.000.4162.00	tieneGeneralidad	mucho
010.000.4162.00	proporciona	 un perfil
010.000.4148.00	tieneGeneralidad	que
010.000.4148.01	tieneGeneralidad	que
010.000.4148.00	tieneGeneralidad	regular
010.000.4148.01	tieneGeneralidad	regular
010.000.4148.00	tieneGeneralidad	mucho
010.000.4148.01	tieneGeneralidad	mucho
010.000.4148.00	proporciona	 un perfil
010.000.4148.01	proporciona	 un perfil
010.000.5610.00	tieneGeneralidad	  , al
010.000.5610.01	tieneGeneralidad	  , al
010.000.5611.00	tieneGeneralidad	  , al
010.000.5611.01	tieneGeneralidad	  , al
010.000.5610.00	tieneGeneralidad	igual
010.000.5610.01	tieneGeneralidad	igual
010.000.5611.00	tieneGeneralidad	igual
010.000.5611.01	tieneGeneralidad	igual
010.000.5610.00	tieneGeneralidad	y
010.000.5610.01	tieneGeneralidad	y
010.000.5611.00	tieneGeneralidad	y
010.000.5611.01	tieneGeneralidad	y
010.000.5610.00	produce	inhibición
010.000.5610.01	produce	inhibición
010.000.5611.00	produce	inhibición
010.000.5611.01	produce	inhibición
010.000.5547.00	tieneGeneralidad	alfa
010.000.5547.00	tieneGeneralidad	purificada
010.000.5547.00	tieneGeneralidad	recombinante
010.000.5547.00	tieneGeneralidad	ovario de
010.000.5547.00	tieneGeneralidad	.
010.000.5547.00	tieneGeneralidad	actúa
010.000.5547.00	actúaSobre	causa
010.000.1007.00	tieneGeneralidad	que
010.000.1007.00	intervieneEn	 el metabolismo proteico en el desarrollo corporal
010.000.1007.00	intervieneEn	cerebral
010.000.5621.00	tieneGeneralidad	4
010.000.5621.00	participaEn	 la inactivación de las hormonas incretinas glp-1
010.000.5740.00	tieneGeneralidad	-
010.000.5741.00	tieneGeneralidad	-
010.000.5742.00	tieneGeneralidad	-
010.000.5740.00	tieneGeneralidad	antihiperglucémicos
010.000.5741.00	tieneGeneralidad	antihiperglucémicos
010.000.5742.00	tieneGeneralidad	antihiperglucémicos
010.000.5740.00	tieneGeneralidad	de
010.000.5741.00	tieneGeneralidad	de
010.000.5742.00	tieneGeneralidad	de
010.000.5740.00	tieneGeneralidad	glucémico
010.000.5741.00	tieneGeneralidad	glucémico
010.000.5742.00	tieneGeneralidad	glucémico
010.000.5740.00	tieneGeneralidad	con
010.000.5741.00	tieneGeneralidad	con
010.000.5742.00	tieneGeneralidad	con
010.000.5740.00	tieneGeneralidad	  , un inhibidor de la
010.000.5741.00	tieneGeneralidad	  , un inhibidor de la
010.000.5742.00	tieneGeneralidad	  , un inhibidor de la
010.000.5740.00	tieneGeneralidad	4
010.000.5741.00	tieneGeneralidad	4
010.000.5742.00	tieneGeneralidad	4
010.000.5740.00	tieneGeneralidad	)
010.000.5741.00	tieneGeneralidad	)
010.000.5742.00	tieneGeneralidad	)
010.000.5740.00	tieneGeneralidad	.
010.000.5741.00	tieneGeneralidad	.
010.000.5742.00	tieneGeneralidad	.
010.000.5743.00	tieneGeneralidad	es
010.000.5743.00	tieneGeneralidad	de
010.000.5743.00	tieneGeneralidad	que
010.000.5743.00	uneAl	 receptor glp-1
010.000.5744.00	tieneGeneralidad	del
010.000.5745.00	tieneGeneralidad	del
010.000.5744.00	tieneGeneralidad	.
010.000.5745.00	tieneGeneralidad	.
010.000.5744.00	tieneGeneralidad	es
010.000.5745.00	tieneGeneralidad	es
010.000.5744.00	tieneGeneralidad	  , una hormona
010.000.5745.00	tieneGeneralidad	  , una hormona
010.000.5744.00	tieneGeneralidad	endógena
010.000.5745.00	tieneGeneralidad	endógena
010.000.5744.00	tieneGeneralidad	que
010.000.5745.00	tieneGeneralidad	que
010.000.5744.00	tieneGeneralidad	de
010.000.5745.00	tieneGeneralidad	de
010.000.5744.00	tieneGeneralidad	beta
010.000.5745.00	tieneGeneralidad	beta
010.000.1062.00	tieneGeneralidad	que
010.000.1062.00	promueve	desarrollo de los
010.000.1062.00	promueve	 órganos sexuales características secundarias en el hombre
010.000.0476.00	tieneGeneralidad	que
010.000.3433.00	tieneGeneralidad	que
010.000.0476.00	inhibeA	 la fosfolipasa a2
010.000.3433.00	inhibeA	 la fosfolipasa a2
010.000.5830.00	tieneGeneralidad	es
010.000.5831.00	tieneGeneralidad	es
010.000.5832.00	tieneGeneralidad	es
010.000.5830.00	tieneGeneralidad	competitivo
010.000.5831.00	tieneGeneralidad	competitivo
010.000.5832.00	tieneGeneralidad	competitivo
010.000.5830.00	tieneGeneralidad	  , una enzima anterior a la
010.000.5831.00	tieneGeneralidad	  , una enzima anterior a la
010.000.5832.00	tieneGeneralidad	  , una enzima anterior a la
010.000.5830.00	tieneGeneralidad	hidrolasa
010.000.5831.00	tieneGeneralidad	hidrolasa
010.000.5832.00	tieneGeneralidad	hidrolasa
010.000.5830.00	hidrolasaEn	 la ruta catabólica de la tirosina
010.000.5831.00	hidrolasaEn	 la ruta catabólica de la tirosina
010.000.5832.00	hidrolasaEn	 la ruta catabólica de la tirosina
010.000.5171.00	tieneGeneralidad	que
010.000.5171.01	tieneGeneralidad	que
010.000.5171.02	tieneGeneralidad	que
010.000.1100.00	tieneGeneralidad	Vitamina d
010.000.1101.00	tieneGeneralidad	Vitamina d
010.000.1102.00	tieneGeneralidad	Vitamina d
010.000.4149.00	tieneGeneralidad	que
010.000.4149.00	mejora	sensibilidad de la
010.000.0657.00	inhibe	síntesis
PREDNISOLONA 010.000.2482.00	tieneGeneralidad	que
PREDNISOLONA 010.000.2482.00	tieneGeneralidad	.
010.000.4150.00	tieneGeneralidad	gamma
010.000.4150.01	tieneGeneralidad	gamma
010.000.4150.00	interactúaEn	 el núcleo de la célula
010.000.4150.01	interactúaEn	 el núcleo de la célula
010.000.4023.00	tieneGeneralidad	tiene
010.000.4023.00	tiene	efecto de
010.000.4023.00	tiene	 primer paso en el hígado
010.000.5622.00	tieneGeneralidad	es
010.000.5622.00	tieneGeneralidad	4
010.000.5622.00	tieneGeneralidad	)
010.000.5622.00	tieneGeneralidad	  ,
010.000.5622.00	tieneGeneralidad	reversible
010.000.4124.00	tieneGeneralidad	-
010.000.4124.01	tieneGeneralidad	-
010.000.4124.00	tieneGeneralidad	.
010.000.4124.01	tieneGeneralidad	.
010.000.4152.00	tieneGeneralidad	inhibidores de la
010.000.4152.01	tieneGeneralidad	inhibidores de la
010.000.4153.00	tieneGeneralidad	inhibidores de la
010.000.4153.01	tieneGeneralidad	inhibidores de la
010.000.4152.00	tieneGeneralidad	)
010.000.4152.01	tieneGeneralidad	)
010.000.4153.00	tieneGeneralidad	)
010.000.4153.01	tieneGeneralidad	)
010.000.4152.00	mejora	control de la
010.000.4152.01	mejora	control de la
010.000.4153.00	mejora	control de la
010.000.4153.01	mejora	control de la
010.000.4152.00	mejora	glucemia
010.000.4152.01	mejora	glucemia
010.000.4153.00	mejora	glucemia
010.000.4153.01	mejora	glucemia
010.000.5705.00	tieneGeneralidad	de
010.000.5705.01	tieneGeneralidad	de
010.000.5703.00	tieneGeneralidad	de
010.000.5703.01	tieneGeneralidad	de
010.000.5704.00	tieneGeneralidad	de
010.000.5705.00	tieneGeneralidad	y
010.000.5705.01	tieneGeneralidad	y
010.000.5703.00	tieneGeneralidad	y
010.000.5703.01	tieneGeneralidad	y
010.000.5704.00	tieneGeneralidad	y
010.000.5163.00	tieneGeneralidad	.
010.000.5167.00	tieneGeneralidad	.
010.000.5167.01	tieneGeneralidad	.
010.000.5174.00	tieneGeneralidad	.
010.000.5174.01	tieneGeneralidad	.
010.000.5174.02	tieneGeneralidad	.
010.000.5694.00	tieneGeneralidad	.
010.000.5694.01	tieneGeneralidad	.
010.000.5750.00	tieneGeneralidad	.
010.000.5751.00	tieneGeneralidad	.
010.000.5752.00	tieneGeneralidad	.
010.000.5753.00	tieneGeneralidad	.
010.000.5754.00	tieneGeneralidad	.
010.000.5614.00	tieneGeneralidad	es
010.000.5614.00	tieneGeneralidad	se
010.000.5614.00	basaEn	premisa
010.000.4174.00	tieneGeneralidad	que
010.000.4174.00	tiene	secuencia
010.000.1061.00	tieneGeneralidad	que
010.000.5164.00	tieneGeneralidad	que
010.000.5164.01	tieneGeneralidad	que
010.000.1061.00	promueve	 el crecimiento órganos sexuales características secundarias masculinas
010.000.5164.00	promueve	 el crecimiento órganos sexuales características secundarias masculinas
010.000.5164.01	promueve	 el crecimiento órganos sexuales características secundarias masculinas
010.000.1022.00	inhibe	 la síntesis de la hormona tiroidea
010.000.1005.00	tieneGeneralidad	estimula
010.000.1005.00	estimula	 el desarrollo
010.000.1005.00	estimula	cerebral y
010.000.4154.00	aumenta	 la permeabilidad de los túbulos contorneados
010.000.5615.00	tieneGeneralidad	de
